timestamp,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
2024-01-01,31.470218840916957,-0.3843953225562967,23.17874206150572,19.023767483393357,10.930949671338004,-1.416691772783796,36.09349672794343
2024-01-02,36.81288613208135,2.8549725953936576,28.297689172625542,20.47391723604004,9.964271022001904,-1.1822882599929967,37.62194916566213
2024-01-03,41.75671080001195,4.765580623288949,31.63789870699247,21.17012407746911,10.961609114994609,-0.7908445340096947,44.869672562281295
2024-01-04,41.7677275853157,5.654679873377085,31.27848368704319,21.413856332451108,11.019480989446244,-0.7471617948462562,45.71701303799947
2024-01-05,43.49339427582424,5.588475195070108,32.50913374404113,21.353780359903972,11.439460518280669,-0.571069965600967,50.36208140850067
2024-01-06,42.36139391215642,4.21279783581694,32.02631414671739,20.84346082957089,10.740462179988624,-0.898350394596656,50.2326531012853
2024-01-07,44.35312165546418,4.458957520107428,33.98618555009365,21.069670887241763,10.472419083535671,-1.1286034151017663,52.1035705169042
2024-01-08,43.71513911294937,3.89442287304004,32.87364263057709,20.7833848472933,11.18003473771612,-1.0517843607167403,52.205414741834005
2024-01-09,44.44771741755804,3.768023966888587,33.45521289904912,20.632541807567083,11.1107335982124,-1.060153495579958,50.77907009442648
2024-01-10,43.14913885211945,2.6563583038151264,31.82840497771899,20.10660475874444,11.956135258823634,-1.1407148056179282,49.14409957249959
2024-01-11,41.66211503791809,1.4006209873408082,31.20105872849624,19.68901122820377,11.110642918080094,-1.6010847163796422,52.80265502611797
2024-01-12,41.90630770079295,0.3968744340389968,32.7069070571661,19.9266488187636,9.488777842819692,-2.210329799453417,59.46242131551107
2024-01-13,45.2962618042628,2.1034858358999093,33.92580750803153,20.24199338516593,11.52499863509337,-1.77506726894776,59.74036890347799
2024-01-14,40.29221728340784,-0.1614701557159426,31.565567355950677,19.387379647020875,9.361876934140922,-2.183317248669763,56.18346040884654
2024-01-15,40.541380020538966,-0.1677497223665316,30.68462035655975,19.15317032192275,10.710074938928088,-1.895160789363086,48.73198276519776
2024-01-16,37.0241936592261,-1.369662004619837,29.49940675397714,18.890174576554447,8.425131995444497,-2.313889209014674,52.28415160338084
2024-01-17,39.30442984660467,-0.8830839596192043,31.070658788084984,19.27125448787585,8.953054478575785,-2.284835414233307,57.26253437360128
2024-01-18,42.472307803630834,0.0302365387578807,32.21695630570253,19.22293250265966,11.108284369577966,-1.8684204220200575,58.44819259643555
2024-01-19,40.41398234502474,-0.570450459445516,31.799540446201963,19.307931350938976,8.955775704354048,-2.303478842320541,53.9465747388204
2024-01-20,42.47769201453527,-0.1860502434124546,31.616097515026727,19.09527099693815,11.436739335755506,-1.8600512993236384,56.53092810630798
2024-01-21,45.39077469952901,1.5268405967702472,35.07441402494907,20.08930025205637,10.21272106793523,-2.121195203791062,59.17525609652201
2024-01-22,46.51167525307338,1.851136265402039,33.89449786225955,20.114331897283595,12.851335753430924,-1.7027389554133017,62.06540532747905
2024-01-23,45.95660922670365,1.0340727938910328,34.362579671939216,19.657939319113893,11.710134290138882,-2.0093347082684434,63.63513569513957
